3600,S;S_S;S;S_S;S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;C;Attack;Strongest;S;Empty;S;S_S;S;For_S;S;C;Harvest;20;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;If_B_then_S_else_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Up;15;S;Empty;S;For_S;S;For_S;S;C;MoveToUnit;Ally;LessHealthy
7200,S;S_S;S;S_S;S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;C;Attack;Strongest;S;Empty;S;S_S;S;For_S;S;C;Harvest;20;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;If_B_then_S_else_S;B;HasUnitThatKillsInOneAttack;S;C;Train;Worker;Up;15;S;Empty;S;For_S;S;For_S;S;C;MoveToUnit;Ally;LessHealthy
10800,S;S_S;S;S_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;6;S;For_S;S;C;Attack;MostHealthy;S;For_S;S;C;MoveToUnit;Enemy;Weakest;S;For_S;S;S_S;S;For_S;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;8
14400,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
18000,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
21600,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
25200,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
28800,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
32400,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
36000,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
39600,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
43200,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
46800,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
50400,S;For_S;S;S_S;S;C;Train;Worker;Up;25;S;S_S;S;S_S;S;C;Harvest;5;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;Attack;LessHealthy;S;C;MoveToUnit;Ally;MostHealthy
