1000,S;For_S;S;S_S;S;S_S;S;C;MoveToUnit;Ally;Weakest;S;S_S;S;If_B_then_S;B;IsBuilder;S;For_S;S;C;MoveToUnit;Ally;Closest;S;S_S;S;C;Attack;Weakest;S;S_S;S;C;Train;Worker;Right;20;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;For_S;S;C;Harvest;6;S;For_S;S;C;Idle
2000,S;For_S;S;S_S;S;C;Harvest;10;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;For_S;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;Idle;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;C;MoveToUnit;Ally;Closest;S;S_S;S;C;Train;Worker;Right;20;S;C;MoveToUnit;Enemy;Strongest
3000,S;For_S;S;S_S;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;For_S;S;C;Attack;Weakest;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;For_S;S;S_S;S;C;Train;Worker;Right;100;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Strongest
4000,S;For_S;S;S_S;S;S_S;S;C;Attack;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;S_S;S;For_S;S;C;Train;Worker;Left;7;S;For_S;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;For_S;S;S_S;S;C;Build;Barracks;Up;50;S;C;Train;Light;Down;1
5000,S;For_S;S;S_S;S;S_S;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Farthest;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Down;20;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Light;50;S;C;MoveToUnit;Ally;Closest;S;Empty;S;C;MoveToUnit;Ally;MostHealthy;S;For_S;S;C;Idle
6000,S;For_S;S;S_S;S;S_S;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Farthest;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Down;20;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Light;50;S;C;MoveToUnit;Ally;Closest;S;Empty;S;C;MoveToUnit;Ally;MostHealthy;S;For_S;S;C;Idle
7000,S;For_S;S;S_S;S;S_S;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Farthest;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Down;20;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Light;50;S;C;MoveToUnit;Ally;Closest;S;Empty;S;C;MoveToUnit;Ally;MostHealthy;S;For_S;S;C;Idle
8000,S;For_S;S;S_S;S;For_S;S;C;Attack;Weakest;S;C;Train;Worker;Right;8
9000,S;For_S;S;S_S;S;For_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Attack;Closest;S;C;Train;Worker;Up;8
10000,S;For_S;S;S_S;S;For_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Attack;Closest;S;C;Train;Worker;Up;8
11000,S;For_S;S;For_S;S;S_S;S;C;Attack;Closest;S;S_S;S;For_S;S;C;Harvest;8;S;For_S;S;C;Train;Worker;Down;50
12000,S;For_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;C;Harvest;1;S;C;Attack;Strongest;S;Empty;S;For_S;S;C;Train;Worker;Down;4
13000,S;For_S;S;S_S;S;S_S;S;C;Idle;S;C;MoveToUnit;Enemy;Weakest;S;C;Train;Worker;Down;7
14000,S;S_S;S;For_S;S;C;Train;Worker;Right;10;S;For_S;S;If_B_then_S;B;CanHarvest;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;1;S;S_S;S;C;Harvest;3;S;C;MoveToUnit;Enemy;Weakest
15000,S;S_S;S;For_S;S;C;Train;Worker;Right;10;S;For_S;S;If_B_then_S;B;CanHarvest;S;S_S;S;S_S;S;C;Idle;S;C;Harvest;1;S;S_S;S;C;Harvest;3;S;C;MoveToUnit;Enemy;Weakest
16000,S;S_S;S;For_S;S;S_S;S;C;Train;Ranged;EnemyDir;50;S;S_S;S;C;Train;Worker;Up;10;S;C;Build;Barracks;Up;9;S;For_S;S;If_B_then_S;B;CanHarvest;S;S_S;S;C;Harvest;6;S;S_S;S;C;MoveToUnit;Enemy;MostHealthy;S;For_S;S;C;Attack;LessHealthy
17000,S;S_S;S;For_S;S;S_S;S;For_S;S;C;Train;Heavy;Left;7;S;S_S;S;C;Train;Worker;Up;10;S;C;Build;Barracks;Up;9;S;For_S;S;If_B_then_S_else_S;B;HasUnitThatKillsInOneAttack;S;S_S;S;C;Idle;S;C;Attack;Weakest;S;Empty
18000,S;S_S;S;For_S;S;S_S;S;For_S;S;C;Train;Heavy;Left;7;S;S_S;S;C;Train;Worker;Up;10;S;C;Build;Barracks;Up;9;S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitThatKillsInOneAttack;S;S_S;S;C;Idle;S;C;Attack;Weakest;S;Empty;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Ally;Farthest;S;C;Attack;Closest;S;For_S;S;C;Idle
19000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;S_S;S;C;Train;Worker;Up;10;S;For_S;S;C;Idle
20000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;S_S;S;C;Train;Worker;Up;10;S;For_S;S;C;Idle
21000,S;For_S;S;S_S;S;For_S;S;C;Train;Worker;Up;7;S;If_B_then_S;B;IsBuilder;S;C;Attack;LessHealthy
22000,S;For_S;S;S_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Train;Worker;Left;9;S;If_B_then_S;B;IsBuilder;S;For_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Attack;LessHealthy
23000,S;For_S;S;S_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Train;Worker;Left;9;S;If_B_then_S;B;IsBuilder;S;For_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Attack;LessHealthy
24000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Worker;Down;50
25000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Worker;Down;50
26000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;For_S;S;S_S;S;C;Harvest;3;S;C;Train;Worker;Up;100
27000,S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;S_S;S;C;MoveToUnit;Ally;LessHealthy;S;C;Train;Ranged;Down;15;S;C;Build;Barracks;Down;6;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;C;Attack;Closest
28000,S;For_S;S;S_S;S;S_S;S;C;Idle;S;S_S;S;S_S;S;C;MoveToUnit;Ally;LessHealthy;S;C;Train;Ranged;Down;15;S;C;Build;Barracks;Down;6;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;C;Attack;Closest
29000,S;For_S;S;S_S;S;S_S;S;C;Train;Worker;Left;15;S;S_S;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;C;Attack;LessHealthy;S;C;MoveToUnit;Enemy;Weakest
30000,S;For_S;S;S_S;S;C;Train;Worker;Left;15;S;For_S;S;S_S;S;C;Harvest;2;S;S_S;S;C;Attack;Strongest;S;C;MoveToUnit;Enemy;MostHealthy
31000,S;For_S;S;S_S;S;C;MoveToUnit;Ally;LessHealthy;S;S_S;S;For_S;S;S_S;S;For_S;S;C;Harvest;3;S;S_S;S;C;Attack;Strongest;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Train;Worker;Down;7
32000,S;S_S;S;For_S;S;S_S;S;C;Harvest;3;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;For_S;S;C;Attack;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;Empty;S;For_S;S;C;Train;Worker;Down;9
33000,S;S_S;S;For_S;S;S_S;S;C;Harvest;3;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;3;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;C;Attack;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;Empty;S;For_S;S;C;Train;Worker;Down;9
34000,S;S_S;S;For_S;S;S_S;S;C;Harvest;3;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;3;S;S_S;S;S_S;S;For_S;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;C;Attack;Strongest;S;C;MoveToUnit;Enemy;Strongest;S;Empty;S;For_S;S;C;Train;Worker;Down;9
35000,S;S_S;S;S_S;S;For_S;S;S_S;S;C;Harvest;2;S;C;Attack;LessHealthy;S;For_S;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;3;S;S_S;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;For_S;S;C;Train;Worker;Down;9
36000,S;S_S;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;20;S;C;Idle;S;C;Train;Light;Right;10;S;S_S;S;S_S;S;For_S;S;C;Harvest;2;S;For_S;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;5;S;S_S;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;For_S;S;S_S;S;S_S;S;C;Train;Worker;Down;9;S;If_B_then_S;B;is_Type;Worker;S;C;Build;Barracks;Left;10;S;C;Attack;Strongest
37000,S;S_S;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;20;S;C;Idle;S;C;MoveAway;S;For_S;S;S_S;S;If_B_then_S;B;is_Type;Worker;S;C;Build;Barracks;Left;10;S;C;Attack;Weakest
38000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Right;4
39000,S;For_S;S;S_S;S;C;Attack;Weakest;S;C;Train;Worker;Up;7
40000,S;For_S;S;S_S;S;S_S;S;C;Idle;S;For_S;S;C;Harvest;3;S;S_S;S;C;Attack;Weakest;S;C;Train;Worker;Up;7
41000,S;For_S;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;For_S;S;C;Attack;Strongest;S;For_S;S;S_S;S;C;Train;Worker;Right;100;S;C;MoveToUnit;Enemy;Closest
42000,S;For_S;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;For_S;S;C;Attack;Strongest;S;For_S;S;S_S;S;C;Train;Worker;Right;100;S;C;MoveToUnit;Enemy;Closest
43000,S;For_S;S;S_S;S;For_S;S;S_S;S;C;Train;Ranged;Up;8;S;C;Idle;S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;C;MoveToUnit;Enemy;Farthest;S;S_S;S;C;Build;Barracks;Down;4;S;C;Harvest;9;S;C;MoveToUnit;Enemy;Weakest
44000,S;For_S;S;S_S;S;For_S;S;S_S;S;C;Train;Heavy;Up;8;S;C;Idle;S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;Empty;S;S_S;S;C;Build;Barracks;EnemyDir;1;S;C;Harvest;50;S;C;MoveToUnit;Enemy;Closest
45000,S;For_S;S;S_S;S;For_S;S;S_S;S;C;Train;Heavy;Up;8;S;C;Idle;S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;Empty;S;C;Build;Barracks;EnemyDir;1;S;C;MoveToUnit;Enemy;Weakest
46000,S;For_S;S;S_S;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Up;8;S;S_S;S;S_S;S;C;Train;Worker;Left;4;S;C;Train;Ranged;Right;100;S;For_S;S;C;Train;Worker;Down;10;S;C;Idle;S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;Empty;S;S_S;S;C;Build;Barracks;EnemyDir;1;S;C;MoveToUnit;Ally;LessHealthy;S;C;Attack;Strongest
47000,S;For_S;S;S_S;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Left;8;S;If_B_then_S;B;is_Type;Ranged;S;For_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;For_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;Empty;S;S_S;S;C;Build;Barracks;EnemyDir;1;S;S_S;S;C;Harvest;10;S;C;MoveToUnit;Enemy;Weakest
48000,S;For_S;S;S_S;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Train;Heavy;Up;8;S;S_S;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Build;Barracks;EnemyDir;6
49000,S;For_S;S;S_S;S;S_S;S;S_S;S;For_S;S;If_B_then_S;B;CanHarvest;S;S_S;S;For_S;S;S_S;S;C;Idle;S;For_S;S;C;Train;Light;EnemyDir;3;S;C;MoveAway;S;S_S;S;For_S;S;C;MoveAway;S;S_S;S;C;Attack;Closest;S;For_S;S;C;Train;Heavy;Up;8;S;For_S;S;C;Build;Barracks;Down;5;S;For_S;S;C;Attack;Closest
