3600,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;Build;Barracks;Random;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Ally;Farthest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Farthest;S;C;MoveToUnit;Ally;Weakest;S;C;Train;Worker;EnemyDir;3;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;10;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Light;EnemyDir;15;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Enemy;MostHealthy;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;MoveToUnit;Ally;Farthest
7200,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;Build;Barracks;Random;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;15;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Enemy;Farthest;S;C;MoveToUnit;Ally;Weakest;S;C;Train;Worker;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;HaveQtdUnitsAttacking;5;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Light;EnemyDir;25;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Enemy;LessHealthy;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Farthest
10800,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;20;S;C;Attack;Weakest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Farthest;S;C;MoveToUnit;Ally;Strongest;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;20;S;C;MoveToUnit;Ally;Strongest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Enemy;MostHealthy;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
14400,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;20;S;C;Attack;Weakest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Farthest;S;C;MoveToUnit;Ally;Strongest;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;20;S;C;MoveToUnit;Ally;Strongest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Enemy;MostHealthy;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
18000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;20;S;C;Attack;Weakest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Farthest;S;C;MoveToUnit;Ally;Strongest;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;20;S;C;MoveToUnit;Ally;Strongest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;MostHealthy;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
21600,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
25200,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
28800,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
32400,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
36000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
39600,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
43200,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
46800,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
50400,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;10;S;C;Build;Barracks;Random;2;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;2;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;10;S;C;Attack;Strongest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;2;S;C;MoveToUnit;Ally;Closest;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Ally;MostHealthy;S;C;Train;Worker;EnemyDir;10;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;15;S;C;MoveToUnit;Ally;Farthest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HaveQtdUnitsAttacking;10;S;C;MoveToUnit;Ally;Farthest;S;For_S;S;C;Train;Heavy;EnemyDir;30;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;C;MoveToUnit;Ally;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;3;S;C;MoveToUnit;Ally;Farthest
