1000,S;For_S;S;S_S;S;C;Attack;LessHealthy;S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;HasUnitInOpponentRange;S;C;Idle;S;For_S;S;C;Harvest;3;S;C;Train;Worker;EnemyDir;100
2000,S;For_S;S;S_S;S;C;Attack;Closest;S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;HasUnitInOpponentRange;S;C;Idle;S;For_S;S;S_S;S;C;Build;Base;EnemyDir;8;S;C;Harvest;3;S;C;Train;Worker;EnemyDir;100
3000,S;For_S;S;S_S;S;C;Attack;Closest;S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;HasUnitInOpponentRange;S;C;Idle;S;For_S;S;S_S;S;C;Build;Base;EnemyDir;8;S;C;Harvest;3;S;C;Train;Worker;EnemyDir;100
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Train;Worker;EnemyDir;6;S;For_S;S;C;Idle;S;For_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Left;100
5000,S;For_S;S;S_S;S;C;Harvest;6;S;S_S;S;For_S;S;C;Attack;LessHealthy;S;C;Train;Worker;Up;100
6000,S;For_S;S;S_S;S;C;MoveAway;S;S_S;S;C;Harvest;5;S;S_S;S;For_S;S;C;Harvest;3;S;S_S;S;For_S;S;C;Attack;LessHealthy;S;C;Train;Worker;EnemyDir;100
7000,S;For_S;S;S_S;S;For_S;S;S_S;S;C;Idle;S;C;Harvest;3;S;S_S;S;For_S;S;C;Attack;LessHealthy;S;C;Train;Worker;EnemyDir;100
8000,S;For_S;S;S_S;S;S_S;S;C;Train;Worker;Right;20;S;S_S;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;For_S;S;If_B_then_S_else_S;B;HasUnitInOpponentRange;S;Empty;S;C;Harvest;6;S;C;Attack;Weakest;S;C;Train;Worker;Right;100
9000,S;For_S;S;S_S;S;For_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;4;S;C;MoveToUnit;Ally;Farthest;S;S_S;S;C;Train;Worker;Down;20;S;S_S;S;C;Attack;Weakest;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;For_S;S;C;Harvest;3
10000,S;For_S;S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;7;S;C;MoveToUnit;Ally;Farthest;S;C;Idle;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;LessHealthy;S;C;Train;Worker;Down;20;S;S_S;S;C;Attack;Weakest;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;S_S;S;C;MoveToUnit;Enemy;Farthest;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;For_S;S;C;Harvest;3
