1000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
2000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
3000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
4000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
5000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
6000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
7000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
8000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
9000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
10000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S_else_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S_else_S;B;HasLessNumberOfUnits;Ranged;10;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;Empty;S;If_B_then_S;B;HasNumberOfUnits;Ranged;10;S;C;Attack;;S;If_B_then_S_else_S;B;is_Type;Ranged;S;S_S;S;If_B_then_S_else_S;B;OpponentHasUnitInPlayerRange;S;C;Attack;Closest;S;C;MoveToUnit;Ally;Strongest;S;Empty;S;C;MoveToUnit;Ally;Strongest
