1000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
2000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
3000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
4000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
5000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
6000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
7000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
8000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
9000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
10000,S;For_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;0;S;C;Build;Worker;Down;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;0;S;C;Train;Ranged;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Heavy;0;S;C;Train;Heavy;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Light;0;S;C;Train;Light;Down;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;C;Harvest;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;2;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Worker;5;S;C;MoveToUnit;Enemy;Weakest
