3600,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;C;Build;Barracks;Random;1;S;If_B_then_S;B;is_Type;Barracks;S;C;Train;Ranged;Random;3;S;If_B_then_S;B;is_Type;Ranged;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;Weakest;S;If_B_then_S;B;is_Type;Worker;S;S_S;S;C;MoveToUnit;Ally;Closest;S;C;Harvest;1;S;If_B_then_S_else_S;B;is_Type;Worker;S;C;MoveToUnit;Enemy;Random;S;C;MoveToUnit;Enemy;Random
7200,S;For_S;S;S_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;MostHealthy;S;For_S;S;S_S;S;C;Build;Barracks;Right;50;S;C;Train;Ranged;Down;10;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;4;S;Empty;S;If_B_then_S_else_S;B;CanHarvest;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;For_S;S;C;Harvest;2
10800,S;For_S;S;S_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;C;MoveToUnit;Enemy;MostHealthy;S;For_S;S;S_S;S;C;Build;Barracks;Right;50;S;C;Train;Ranged;Down;10;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;4;S;Empty;S;If_B_then_S_else_S;B;CanHarvest;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;For_S;S;C;Harvest;2
14400,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S_else_S;B;is_Type;Worker;S;Empty;S;For_S;S;C;Train;Worker;Right;3;S;C;MoveToUnit;Enemy;Closest;S;For_S;S;S_S;S;C;Build;Barracks;Right;50;S;C;Train;Heavy;Right;20;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;5;S;For_S;S;C;Attack;Strongest;S;If_B_then_S_else_S;B;CanHarvest;S;C;MoveToUnit;Ally;LessHealthy;S;C;MoveToUnit;Ally;Closest;S;For_S;S;C;Harvest;3
18000,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;S_S;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;3;S;For_S;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;MostHealthy;S;For_S;S;C;Train;Heavy;Left;50
21600,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Heavy;Right;50
25200,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Heavy;Right;50
28800,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Heavy;Right;50
32400,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Heavy;Right;50
36000,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;8;S;C;Attack;Strongest;S;C;Attack;LessHealthy;S;For_S;S;C;Train;Heavy;Right;50
39600,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;6;S;C;Attack;LessHealthy;S;C;Attack;Strongest;S;For_S;S;C;Train;Heavy;Left;50
43200,S;S_S;S;S_S;S;For_S;S;S_S;S;S_S;S;S_S;S;C;Build;Barracks;Down;10;S;For_S;S;C;Train;Worker;Up;10;S;C;Idle;S;C;Harvest;5;S;For_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;6;S;C;Attack;LessHealthy;S;C;Attack;Strongest;S;For_S;S;C;Train;Heavy;Left;50
46800,S;S_S;S;For_S;S;If_B_then_S_else_S;B;is_Type;Worker;S;C;Build;Barracks;Left;1;S;C;Attack;Weakest;S;For_S;S;If_B_then_S_else_S;B;is_Type;Worker;S;C;Harvest;4;S;C;Train;Heavy;Right;10
50400,S;S_S;S;For_S;S;If_B_then_S_else_S;B;is_Type;Worker;S;C;Build;Barracks;Right;1;S;C;Attack;Closest;S;For_S;S;If_B_then_S_else_S;B;is_Type;Worker;S;C;Harvest;5;S;C;Train;Light;Down;10
54000,S;S_S;S;For_S;S;S_S;S;For_S;S;C;Build;Barracks;Up;25;S;If_B_then_S_else_S;B;CanAttack;S;C;Idle;S;Empty;S;S_S;S;For_S;S;C;Harvest;8;S;S_S;S;For_S;S;S_S;S;S_S;S;C;Attack;Weakest;S;C;MoveToUnit;Ally;Closest;S;If_B_then_S_else_S;B;CanHarvest;S;For_S;S;For_S;S;C;Train;Heavy;Right;5;S;Empty;S;For_S;S;C;MoveToUnit;Enemy;Farthest
