1000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
2000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
3000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
4000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
5000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
6000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
7000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
8000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
9000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
10000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Base;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Train;Heavy;Up;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;2;S;C;Train;Light;Up;1;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;Attack;Strongest;S;C;Attack;Weakest;S;Empty
