1000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
2000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
3000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
4000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
5000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
6000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
7000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
8000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
9000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
10000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
11000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
12000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
13000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
14000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
15000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
16000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
17000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
18000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
19000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
20000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
21000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
22000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;;S;C;MoveToUnit;Ally;Closest;S;Empty;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Worker;0;S;C;MoveToUnit;Enemy;Closest;S;C;Build;Barracks;Up;1;S;Empty
