1000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
5000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
6000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
7000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
8000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
9000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
10000,S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Build;Worker;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;0;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;2;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;2;S;C;Train;Heavy;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;S_S;S;C;MoveToUnit;Enemy;Closest;S;C;Attack;;S;If_B_then_S;B;OpponentHasUnitInPlayerRange;S;C;MoveAway
