1000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
5000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
6000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;C;Train;Worker;Up;3;S;C;Harvest;7;S;If_B_then_S_else_S;B;is_Type;Worker;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Ally;Closest;S;Empty;S;Empty;S;If_B_then_S_else_S;B;is_Type;Ranged;S;C;MoveToUnit;Ally;Strongest;S;C;Attack;Weakest;S;If_B_then_S_else_S;B;is_Type;Heavy;S;C;MoveToUnit;Ally;Weakest;S;Empty;S;C;MoveToUnit;Ally;Closest
7000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
8000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
9000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
10000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
11000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
12000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
13000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
14000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
15000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
16000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
17000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
18000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
19000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
20000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
21000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
22000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
23000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
24000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
25000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
26000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
27000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
28000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
29000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
30000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
31000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
32000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
33000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
34000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
35000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
36000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
37000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
38000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
39000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
40000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
41000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
42000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
43000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
44000,S;For_S;S;S_S;S;S_S;S;C;Harvest;15;S;For_S;S;S_S;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;5;S;C;Train;Worker;Up;6
