1000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
2000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
3000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
4000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
5000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
6000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
7000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
8000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
9000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
10000,S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Train;Worker;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;3;S;If_B_then_S;B;HasNumberOfUnits;Worker;3;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Train;Ranged;Right;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;0;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Attack;Weakest
