3600,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
7200,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
7200,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
14400,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
14400,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
18000,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
25200,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
25200,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
28800,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
36000,S;For_S;S;S_S;S;For_S;S;C;Train;Ranged;Right;20;S;S_S;S;C;MoveAway;S;S_S;S;For_S;S;C;Idle;S;S_S;S;S_S;S;S_S;S;S_S;S;For_S;S;C;Harvest;5;S;C;Attack;Closest;S;S_S;S;S_S;S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;Empty;S;If_B_then_S;B;is_Type;Base;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;C;MoveToUnit;Ally;MostHealthy;S;C;MoveToUnit;Ally;Closest;S;C;Train;Worker;Right;100;S;For_S;S;C;MoveToUnit;Enemy;Farthest;S;For_S;S;C;Build;Barracks;Right;15
