1000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
2000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
3000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
4000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
5000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
6000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
7000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
8000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
9000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
10000,S;For_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;1;S;C;Attack;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;1;S;C;Train;Barracks;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;EnemyDir;1;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;LessHealthy;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;MostHealthy;S;C;Idle;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;MoveToUnit;Enemy;Closest;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;MoveToUnit;Enemy;Farthest;S;C;Idle;S;C;Idle
