1000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
2000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
3000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
4000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
5000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
6000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
7000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
8000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
9000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
10000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
11000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
12000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
13000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
14000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
15000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
16000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
17000,S;For_S;S;S_S;S;If_B_then_S_else_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S_else_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Ranged;EnemyDir;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;Attack;3;S;C;Idle;S;Empty;S;If_B_then_S_else_S;B;HasNumberOfWorkersHarvesting;2;S;C;Harvest;2;S;C;MoveAway;S;Empty
