1000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
2000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
3000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
4000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
5000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
6000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
7000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
8000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
9000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
10000,S;For_S;S;If_B_then_S_else_S;B;IsBuilder;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;1;S;C;Build;Worker;Up;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Worker;Up;1;S;If_B_then_S_else_S;B;HasUnitWithinDistanceFromOpponent;1;S;C;MoveToUnit;Enemy;Strongest;S;C;Idle;S;Empty;S;C;Idle
