1000,S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Worker;Right;4;S;C;Harvest;4;S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;7;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;S_S;S;C;Train;Heavy;Left;7;S;C;Idle;S;C;Attack;Weakest
2000,S;S_S;S;For_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;4;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;S_S;S;C;Build;Barracks;Right;1;S;C;Train;Worker;Right;4;S;C;Harvest;4;S;For_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Heavy;7;S;C;MoveToUnit;Enemy;Weakest;S;S_S;S;S_S;S;C;Train;Heavy;Left;7;S;C;Idle;S;C;Attack;Weakest
3000,S;S_S;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;4;S;S_S;S;S_S;S;For_S;S;C;Idle;S;C;MoveToUnit;Enemy;Strongest;S;C;Train;Light;Left;100;S;C;Build;Barracks;Left;1;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;OpponentHasUnitThatKillsUnitInOneAttack;S;C;Harvest;4;S;C;Train;Heavy;Right;7;S;C;Idle;S;C;Attack;Weakest
4000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
5000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
6000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
7000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
8000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
9000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
10000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
11000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
12000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
13000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
14000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
15000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
16000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
17000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
18000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
19000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
20000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
21000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
22000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
23000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
24000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
25000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
26000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
27000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
28000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
29000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
30000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
31000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
32000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
33000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
34000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
35000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
36000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
37000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
38000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
39000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
40000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
41000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
42000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
43000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
44000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
45000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
46000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
47000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
48000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
49000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
50000,S;S_S;S;S_S;S;For_S;S;For_S;S;C;Build;Barracks;Right;25;S;For_S;S;S_S;S;S_S;S;If_B_then_S;B;CanHarvest;S;For_S;S;C;Harvest;5;S;C;Train;Light;Left;3;S;C;Train;Worker;Left;4;S;For_S;S;S_S;S;S_S;S;C;Train;Heavy;Right;5;S;C;Idle;S;C;Attack;Closest
