1000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
5000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
6000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
7000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
8000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
9000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
10000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;IsBuilder;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;2;S;C;Idle;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1;S;If_B_then_S;B;HasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Right;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Right;1;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;2;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HaveQtdUnitsAttacking;3;S;C;MoveToUnit;Ally;Strongest;S;If_B_then_S;B;HasLessNumberOfUnits;Barracks;1;S;C;Build;Barracks;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Ranged;3;S;C;Build;Ranged;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Heavy;2;S;C;Build;Heavy;Left;1;S;If_B_then_S;B;HasLessNumberOfUnits;Light;1;S;C;Build;Light;Left;1
