1000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
5000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
6000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
7000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
8000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
9000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
10000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;Build;Barracks;EnemyDir;1;S;C;Build;Base;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Barracks;1;S;C;Train;Ranged;Up;1;S;If_B_then_S;B;HasNumberOfUnits;Ranged;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Light;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;1;S;C;MoveToUnit;Enemy;Weakest;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;HasNumberOfUnits;Worker;1;S;S_S;S;If_B_then_S;B;OpponentHasNumberOfUnits;Base;1;S;C;MoveToUnit;Enemy;Strongest;S;S_S;S;If_B_then_S;B;HasLessNumberOfUnits;Worker;3;S;C;Attack;3;S;C;MoveToUnit;Enemy;Closest
