1000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
2000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
3000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
4000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
5000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
6000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
7000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
8000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
9000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
10000,S;For_S;S;S_S;S;S_S;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasNumberOfWorkersHarvesting;0;S;C;Attack;5;S;If_B_then_S;B;HasNumberOfUnits;Base;5;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Closest;S;If_B_then_S;B;OpponentHasNumberOfUnits;Worker;1;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Light;3;S;S_S;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Strongest;S;If_B_then_S;B;HasNumberOfUnits;Heavy;3;S;C;Train;Light;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Heavy;3;S;S_S;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Weakest;S;If_B_then_S;B;HasNumberOfUnits;Ranged;3;S;C;Train;Heavy;EnemyDir;5;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Ranged;3;S;S_S;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;Farthest;S;If_B_then_S;B;HasNumberOfUnits;Barracks;3;S;C;Train;Ranged;EnemyDir;5;S;If_B_then_S;B;OpponentHasNumberOfUnits;Barracks;3;S;If_B_then_S;B;HasUnitWithinDistanceFromOpponent;3;S;C;MoveToUnit;Enemy;LessHealthy
